Delta_Sector_ID,Delta_Sector,SOC_Code,SOC_Title,Employment_Thousands,Staffing_Share_Pct
17,Construction,49-9045,"Refractory materials repairers, except brickmasons",0.3,0.0
17,Construction,51-7042,"Woodworking machine setters, operators, and tenders, except sawing",0.3,0.0
17,Construction,13-1131,Fundraisers,0.2,0.0
17,Construction,15-1243,Database architects,0.2,0.0
17,Construction,19-2041,"Environmental scientists and specialists, including health",0.2,0.0
17,Construction,51-7041,"Sawing machine setters, operators, and tenders, wood",0.2,0.0
17,Construction,53-2012,Commercial pilots,0.2,0.0
17,Construction,19-4099,"Life, physical, and social science technicians, all other",0.2,0.0
17,Construction,35-3031,Waiters and waitresses,0.2,0.0
17,Construction,39-3091,Amusement and recreation attendants,0.2,0.0
17,Construction,45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",0.2,0.0
17,Construction,47-5044,"Loading and moving machine operators, underground mining",0.2,0.0
17,Construction,47-5099,"Extraction workers, all other",0.2,0.0
17,Construction,51-8093,"Petroleum pump system operators, refinery operators, and gaugers",0.2,0.0
17,Construction,53-5031,Ship engineers,0.2,0.0
17,Construction,49-9091,"Coin, vending, and amusement machine servicers and repairers",0.2,0.0
17,Construction,49-9094,Locksmiths and safe repairers,0.2,0.0
17,Construction,51-7021,Furniture finishers,0.2,0.0
17,Construction,51-9022,"Grinding and polishing workers, hand",0.2,0.0
17,Construction,51-9031,"Cutters and trimmers, hand",0.2,0.0
17,Construction,11-9151,Social and community service managers,0.1,0.0
17,Construction,19-3051,Urban and regional planners,0.1,0.0
17,Construction,21-1099,"Community and social service specialists, all other",0.1,0.0
17,Construction,39-6012,Concierges,0.1,0.0
17,Construction,43-9051,"Mail clerks and mail machine operators, except postal service",0.1,0.0
17,Construction,17-2041,Chemical engineers,0.1,0.0
17,Construction,17-3028,Calibration technologists and technicians,0.1,0.0
17,Construction,17-3029,"Engineering technologists and technicians, except drafters, all other",0.1,0.0
17,Construction,19-2042,"Geoscientists, except hydrologists and geographers",0.1,0.0
17,Construction,25-9031,Instructional coordinators,0.1,0.0
17,Construction,31-1120,Home health and personal care aides,0.1,0.0
17,Construction,35-2012,"Cooks, institution and cafeteria",0.1,0.0
17,Construction,35-2014,"Cooks, restaurant",0.1,0.0
17,Construction,35-2021,Food preparation workers,0.1,0.0
17,Construction,43-5041,"Meter readers, utilities",0.1,0.0
17,Construction,45-1011,"First-line supervisors of farming, fishing, and forestry workers",0.1,0.0
17,Construction,45-4022,Logging equipment operators,0.1,0.0
17,Construction,47-5011,"Derrick operators, oil and gas",0.1,0.0
17,Construction,47-5012,"Rotary drill operators, oil and gas",0.1,0.0
17,Construction,49-3041,Farm equipment mechanics and service technicians,0.1,0.0
17,Construction,51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",0.1,0.0
17,Construction,53-5022,Motorboat operators,0.1,0.0
17,Construction,53-6041,Traffic technicians,0.1,0.0
17,Construction,53-7121,"Tank car, truck, and ship loaders",0.1,0.0
17,Construction,11-3111,Compensation and benefits managers,0.1,0.0
17,Construction,13-1031,"Claims adjusters, examiners, and investigators",0.1,0.0
17,Construction,13-2041,Credit analysts,0.1,0.0
17,Construction,17-2131,Materials engineers,0.1,0.0
17,Construction,17-3024,Electro-mechanical and mechatronics technologists and technicians,0.1,0.0
17,Construction,17-3025,Environmental engineering technologists and technicians,0.1,0.0
17,Construction,17-3026,Industrial engineering technologists and technicians,0.1,0.0
17,Construction,27-3042,Technical writers,0.1,0.0
17,Construction,43-3099,"Financial clerks, all other",0.1,0.0
17,Construction,51-2051,Fiberglass laminators and fabricators,0.1,0.0
17,Construction,51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",0.1,0.0
17,Construction,51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",0.1,0.0
17,Construction,51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",0.1,0.0
17,Construction,51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",0.1,0.0
17,Construction,51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",0.1,0.0
17,Construction,51-4111,Tool and die makers,0.1,0.0
17,Construction,51-6031,Sewing machine operators,0.1,0.0
17,Construction,51-6093,Upholsterers,0.1,0.0
17,Construction,51-6099,"Textile, apparel, and furnishings workers, all other",0.1,0.0
17,Construction,51-9111,Packaging and filling machine operators and tenders,0.1,0.0
17,Construction,53-6031,Automotive and watercraft service attendants,0.1,0.0
18,Transportation & Warehousing,53-3032,Heavy and tractor-trailer truck drivers,1161.9,18.0
18,Transportation & Warehousing,53-7062,"Laborers and freight, stock, and material movers, hand",970.1,15.02
18,Transportation & Warehousing,53-3033,Light truck drivers,473.5,7.33
18,Transportation & Warehousing,53-7065,Stockers and order fillers,397.6,6.16
18,Transportation & Warehousing,53-7051,Industrial truck and tractor operators,372.8,5.77
18,Transportation & Warehousing,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",189.9,2.94
18,Transportation & Warehousing,53-3051,"Bus drivers, school",140.6,2.18
18,Transportation & Warehousing,43-5071,"Shipping, receiving, and inventory clerks",131.9,2.04
18,Transportation & Warehousing,53-2031,Flight attendants,129.4,2.0
18,Transportation & Warehousing,11-1021,General and operations managers,113.2,1.75
18,Transportation & Warehousing,53-3053,Shuttle drivers and chauffeurs,101.9,1.58
18,Transportation & Warehousing,43-4051,Customer service representatives,99.6,1.54
18,Transportation & Warehousing,43-4181,Reservation and transportation ticket agents and travel clerks,96.9,1.5
18,Transportation & Warehousing,53-2011,"Airline pilots, copilots, and flight engineers",93.8,1.45
18,Transportation & Warehousing,43-5011,Cargo and freight agents,90.0,1.39
18,Transportation & Warehousing,43-5032,"Dispatchers, except police, fire, and ambulance",89.5,1.39
18,Transportation & Warehousing,53-7064,"Packers and packagers, hand",87.0,1.35
18,Transportation & Warehousing,49-3031,Bus and truck mechanics and diesel engine specialists,86.9,1.35
18,Transportation & Warehousing,49-3011,Aircraft mechanics and service technicians,86.1,1.33
18,Transportation & Warehousing,43-9061,"Office clerks, general",82.1,1.27
18,Transportation & Warehousing,43-1011,First-line supervisors of office and administrative support workers,75.3,1.17
18,Transportation & Warehousing,11-3071,"Transportation, storage, and distribution managers",65.0,1.01
18,Transportation & Warehousing,53-3052,"Bus drivers, transit and intercity",55.4,0.86
18,Transportation & Warehousing,41-3091,"Sales representatives of services, except advertising, insurance, financial services, and travel",52.7,0.82
18,Transportation & Warehousing,49-9071,"Maintenance and repair workers, general",48.2,0.75
18,Transportation & Warehousing,43-3031,"Bookkeeping, accounting, and auditing clerks",39.2,0.61
18,Transportation & Warehousing,43-6014,"Secretaries and administrative assistants, except legal, medical, and executive",35.7,0.55
18,Transportation & Warehousing,49-1011,"First-line supervisors of mechanics, installers, and repairers",35.2,0.55
18,Transportation & Warehousing,53-4031,Railroad conductors and yardmasters,32.1,0.5
18,Transportation & Warehousing,53-3031,Driver/sales workers,32.0,0.5
18,Transportation & Warehousing,33-9094,School bus monitors,31.3,0.48
18,Transportation & Warehousing,53-2012,Commercial pilots,30.8,0.48
18,Transportation & Warehousing,43-5061,"Production, planning, and expediting clerks",29.1,0.45
18,Transportation & Warehousing,53-4011,Locomotive engineers,26.2,0.41
18,Transportation & Warehousing,13-1081,Logisticians,26.0,0.4
18,Transportation & Warehousing,13-1071,Human resources specialists,24.8,0.38
18,Transportation & Warehousing,53-6032,Aircraft service attendants,24.7,0.38
18,Transportation & Warehousing,53-7061,Cleaners of vehicles and equipment,24.5,0.38
18,Transportation & Warehousing,37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",24.0,0.37
18,Transportation & Warehousing,13-1151,Training and development specialists,23.7,0.37
18,Transportation & Warehousing,51-9061,"Inspectors, testers, sorters, samplers, and weighers",22.0,0.34
18,Transportation & Warehousing,13-2011,Accountants and auditors,20.5,0.32
18,Transportation & Warehousing,53-6061,Passenger attendants,20.0,0.31
18,Transportation & Warehousing,43-5021,Couriers and messengers,18.8,0.29
18,Transportation & Warehousing,13-1199,"Business operations specialists, all other",17.0,0.26
18,Transportation & Warehousing,53-3054,Taxi drivers,16.8,0.26
18,Transportation & Warehousing,15-1252,Software developers,16.6,0.26
18,Transportation & Warehousing,49-3043,Rail car repairers,14.4,0.22
18,Transportation & Warehousing,43-3021,Billing and posting clerks,13.7,0.21
18,Transportation & Warehousing,43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",13.2,0.2
18,Transportation & Warehousing,13-1041,Compliance officers,12.9,0.2
18,Transportation & Warehousing,33-9032,Security guards,12.6,0.2
18,Transportation & Warehousing,53-7011,Conveyor operators and tenders,11.7,0.18
18,Transportation & Warehousing,49-3023,Automotive service technicians and mechanics,10.8,0.17
18,Transportation & Warehousing,53-2022,Airfield operations specialists,10.7,0.17
18,Transportation & Warehousing,41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",10.7,0.17
18,Transportation & Warehousing,49-3042,"Mobile heavy equipment mechanics, except engines",10.7,0.17
18,Transportation & Warehousing,11-2022,Sales managers,10.2,0.16
18,Transportation & Warehousing,53-4022,"Railroad brake, signal, and switch operators and locomotive firers",10.1,0.16
18,Transportation & Warehousing,47-4061,Rail-track laying and maintenance equipment operators,9.9,0.15
18,Transportation & Warehousing,53-1041,Aircraft cargo handling supervisors,9.8,0.15
18,Transportation & Warehousing,11-9199,"Managers, all other",9.5,0.15
18,Transportation & Warehousing,19-5011,Occupational health and safety specialists,9.5,0.15
18,Transportation & Warehousing,53-5011,Sailors and marine oilers,9.5,0.15
18,Transportation & Warehousing,53-5021,"Captains, mates, and pilots of water vessels",9.0,0.14
18,Transportation & Warehousing,13-1020,Buyers and purchasing agents,8.9,0.14
18,Transportation & Warehousing,53-7063,Machine feeders and offbearers,8.6,0.13
18,Transportation & Warehousing,19-5012,Occupational health and safety technicians,8.4,0.13
18,Transportation & Warehousing,41-2031,Retail salespersons,8.3,0.13
18,Transportation & Warehousing,11-3031,Financial managers,7.9,0.12
18,Transportation & Warehousing,49-2091,Avionics technicians,7.7,0.12
18,Transportation & Warehousing,13-1082,Project management specialists,7.7,0.12
18,Transportation & Warehousing,15-1232,Computer user support specialists,7.4,0.11
18,Transportation & Warehousing,13-1161,Market research analysts and marketing specialists,7.3,0.11
18,Transportation & Warehousing,53-6051,Transportation inspectors,7.2,0.11
18,Transportation & Warehousing,51-2090,Miscellaneous assemblers and fabricators,7.2,0.11
18,Transportation & Warehousing,17-2112,Industrial engineers,6.9,0.11
18,Transportation & Warehousing,43-4151,Order clerks,6.8,0.11
18,Transportation & Warehousing,11-3021,Computer and information systems managers,6.7,0.1
18,Transportation & Warehousing,51-1011,First-line supervisors of production and operating workers,6.7,0.1
18,Transportation & Warehousing,51-4121,"Welders, cutters, solderers, and brazers",6.1,0.09
18,Transportation & Warehousing,39-6011,Baggage porters and bellhops,5.9,0.09
18,Transportation & Warehousing,43-3051,Payroll and timekeeping clerks,5.8,0.09
18,Transportation & Warehousing,13-1111,Management analysts,5.6,0.09
18,Transportation & Warehousing,47-2073,Operating engineers and other construction equipment operators,5.6,0.09
18,Transportation & Warehousing,53-3099,"Motor vehicle operators, all other",5.6,0.09
18,Transportation & Warehousing,51-9111,Packaging and filling machine operators and tenders,5.6,0.09
18,Transportation & Warehousing,49-9041,Industrial machinery mechanics,5.5,0.09
18,Transportation & Warehousing,43-9021,Data entry keyers,5.5,0.09
18,Transportation & Warehousing,11-3013,Facilities managers,5.3,0.08
18,Transportation & Warehousing,49-9099,"Installation, maintenance, and repair workers, all other",5.3,0.08
18,Transportation & Warehousing,53-7021,Crane and tower operators,5.3,0.08
18,Transportation & Warehousing,43-4161,"Human resources assistants, except payroll and timekeeping",5.2,0.08
18,Transportation & Warehousing,49-9097,Signal and track switch repairers,5.0,0.08
18,Transportation & Warehousing,15-1244,Network and computer systems administrators,4.9,0.08
18,Transportation & Warehousing,15-1299,"Computer occupations, all other",4.9,0.08
18,Transportation & Warehousing,43-4171,Receptionists and information clerks,4.9,0.08
18,Transportation & Warehousing,51-9124,"Coating, painting, and spraying machine setters, operators, and tenders",4.9,0.08
18,Transportation & Warehousing,49-9098,"Helpers--installation, maintenance, and repair workers",4.8,0.07
18,Transportation & Warehousing,51-4041,Machinists,4.6,0.07
18,Transportation & Warehousing,53-7121,"Tank car, truck, and ship loaders",4.6,0.07
18,Transportation & Warehousing,11-3121,Human resources managers,4.4,0.07
18,Transportation & Warehousing,47-1011,First-line supervisors of construction trades and extraction workers,4.4,0.07
18,Transportation & Warehousing,53-6099,"Transportation workers, all other",4.0,0.06
18,Transportation & Warehousing,11-3012,Administrative services managers,4.0,0.06
18,Transportation & Warehousing,43-6011,Executive secretaries and executive administrative assistants,3.9,0.06
18,Transportation & Warehousing,11-2021,Marketing managers,3.9,0.06
18,Transportation & Warehousing,47-2111,Electricians,3.9,0.06
18,Transportation & Warehousing,43-3011,Bill and account collectors,3.6,0.06
18,Transportation & Warehousing,15-1211,Computer systems analysts,3.5,0.05
18,Transportation & Warehousing,49-9043,"Maintenance workers, machinery",3.4,0.05
18,Transportation & Warehousing,51-9199,"Production workers, all other",3.0,0.05
18,Transportation & Warehousing,53-7199,"Material moving workers, all other",2.9,0.04
18,Transportation & Warehousing,15-2051,Data scientists,2.8,0.04
18,Transportation & Warehousing,41-1012,First-line supervisors of non-retail sales workers,2.7,0.04
18,Transportation & Warehousing,11-1011,Chief executives,2.6,0.04
18,Transportation & Warehousing,15-1231,Computer network support specialists,2.6,0.04
18,Transportation & Warehousing,43-9199,"Office and administrative support workers, all other",2.5,0.04
18,Transportation & Warehousing,49-2094,"Electrical and electronics repairers, commercial and industrial equipment",2.5,0.04
18,Transportation & Warehousing,53-4013,"Rail yard engineers, dinkey operators, and hostlers",2.4,0.04
18,Transportation & Warehousing,47-2211,Sheet metal workers,2.3,0.04
18,Transportation & Warehousing,49-2093,"Electrical and electronics installers and repairers, transportation equipment",2.3,0.04
18,Transportation & Warehousing,53-6021,Parking attendants,2.3,0.04
18,Transportation & Warehousing,47-2061,Construction laborers,2.2,0.03
18,Transportation & Warehousing,27-1026,Merchandise displayers and window trimmers,2.2,0.03
18,Transportation & Warehousing,53-5031,Ship engineers,2.1,0.03
18,Transportation & Warehousing,43-4071,File clerks,2.1,0.03
18,Transportation & Warehousing,33-9093,Transportation security screeners,2.0,0.03
18,Transportation & Warehousing,13-2051,Financial and investment analysts,1.9,0.03
18,Transportation & Warehousing,49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",1.9,0.03
18,Transportation & Warehousing,11-3051,Industrial production managers,1.9,0.03
18,Transportation & Warehousing,39-9099,"Personal care and service workers, all other",1.9,0.03
18,Transportation & Warehousing,53-2021,Air traffic controllers,1.8,0.03
18,Transportation & Warehousing,41-1011,First-line supervisors of retail sales workers,1.8,0.03
18,Transportation & Warehousing,41-2011,Cashiers,1.7,0.03
18,Transportation & Warehousing,51-9198,Helpers--production workers,1.7,0.03
18,Transportation & Warehousing,11-3131,Training and development managers,1.6,0.02
18,Transportation & Warehousing,43-3061,Procurement clerks,1.6,0.02
18,Transportation & Warehousing,43-4199,"Information and record clerks, all other",1.6,0.02
18,Transportation & Warehousing,47-2031,Carpenters,1.6,0.02
18,Transportation & Warehousing,41-2021,Counter and rental clerks,1.6,0.02
18,Transportation & Warehousing,51-6031,Sewing machine operators,1.6,0.02
18,Transportation & Warehousing,33-9099,"Protective service workers, all other",1.5,0.02
18,Transportation & Warehousing,43-9051,"Mail clerks and mail machine operators, except postal service",1.5,0.02
18,Transportation & Warehousing,37-3011,Landscaping and groundskeeping workers,1.4,0.02
18,Transportation & Warehousing,33-1091,First-line supervisors of security workers,1.4,0.02
18,Transportation & Warehousing,11-9041,Architectural and engineering managers,1.4,0.02
18,Transportation & Warehousing,13-1141,"Compensation, benefits, and job analysis specialists",1.3,0.02
18,Transportation & Warehousing,13-1051,Cost estimators,1.3,0.02
18,Transportation & Warehousing,49-9096,Riggers,1.3,0.02
18,Transportation & Warehousing,17-2011,Aerospace engineers,1.3,0.02
18,Transportation & Warehousing,51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",1.3,0.02
18,Transportation & Warehousing,11-3061,Purchasing managers,1.2,0.02
18,Transportation & Warehousing,49-3051,Motorboat mechanics and service technicians,1.2,0.02
18,Transportation & Warehousing,53-6031,Automotive and watercraft service attendants,1.1,0.02
18,Transportation & Warehousing,15-2031,Operations research analysts,1.0,0.02
18,Transportation & Warehousing,23-1011,Lawyers,1.0,0.02
18,Transportation & Warehousing,49-3021,Automotive body and related repairers,1.0,0.02
18,Transportation & Warehousing,51-7021,Furniture finishers,1.0,0.02
18,Transportation & Warehousing,15-1253,Software quality assurance analysts and testers,0.9,0.01
18,Transportation & Warehousing,45-2091,Agricultural equipment operators,0.9,0.01
18,Transportation & Warehousing,49-3093,Tire repairers and changers,0.9,0.01
18,Transportation & Warehousing,15-1212,Information security analysts,0.9,0.01
18,Transportation & Warehousing,15-1241,Computer network architects,0.9,0.01
18,Transportation & Warehousing,27-3031,Public relations specialists,0.9,0.01
18,Transportation & Warehousing,41-2022,Parts salespersons,0.8,0.01
18,Transportation & Warehousing,53-4099,"Rail transportation workers, all other",0.8,0.01
18,Transportation & Warehousing,15-1242,Database administrators,0.7,0.01
18,Transportation & Warehousing,17-2141,Mechanical engineers,0.7,0.01
18,Transportation & Warehousing,41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",0.7,0.01
18,Transportation & Warehousing,43-4011,Brokerage clerks,0.7,0.01
18,Transportation & Warehousing,33-9021,Private detectives and investigators,0.7,0.01
18,Transportation & Warehousing,29-2052,Pharmacy technicians,0.7,0.01
18,Transportation & Warehousing,49-9091,"Coin, vending, and amusement machine servicers and repairers",0.7,0.01
18,Transportation & Warehousing,17-2051,Civil engineers,0.6,0.01
18,Transportation & Warehousing,13-1031,"Claims adjusters, examiners, and investigators",0.6,0.01
18,Transportation & Warehousing,53-3011,"Ambulance drivers and attendants, except emergency medical technicians",0.6,0.01
18,Transportation & Warehousing,17-2199,"Engineers, all other",0.6,0.01
18,Transportation & Warehousing,41-9031,Sales engineers,0.6,0.01
18,Transportation & Warehousing,51-3092,Food batchmakers,0.6,0.01
18,Transportation & Warehousing,11-2032,Public relations managers,0.5,0.01
18,Transportation & Warehousing,25-3021,Self-enrichment teachers,0.5,0.01
18,Transportation & Warehousing,39-6012,Concierges,0.5,0.01
18,Transportation & Warehousing,11-9021,Construction managers,0.5,0.01
18,Transportation & Warehousing,17-2071,Electrical engineers,0.5,0.01
18,Transportation & Warehousing,33-3052,Transit and railroad police,0.5,0.01
18,Transportation & Warehousing,45-2093,"Farmworkers, farm, ranch, and aquacultural animals",0.5,0.01
18,Transportation & Warehousing,53-4041,Subway and streetcar operators,0.5,0.01
18,Transportation & Warehousing,17-3024,Electro-mechanical and mechatronics technologists and technicians,0.5,0.01
18,Transportation & Warehousing,27-1024,Graphic designers,0.5,0.01
18,Transportation & Warehousing,35-2021,Food preparation workers,0.5,0.01
18,Transportation & Warehousing,41-9099,"Sales and related workers, all other",0.5,0.01
18,Transportation & Warehousing,13-1075,Labor relations specialists,0.4,0.01
18,Transportation & Warehousing,17-3023,Electrical and electronic engineering technologists and technicians,0.4,0.01
18,Transportation & Warehousing,47-2152,"Plumbers, pipefitters, and steamfitters",0.4,0.01
18,Transportation & Warehousing,15-1251,Computer programmers,0.4,0.01
18,Transportation & Warehousing,15-1254,Web developers,0.4,0.01
18,Transportation & Warehousing,45-4022,Logging equipment operators,0.4,0.01
18,Transportation & Warehousing,51-8093,"Petroleum pump system operators, refinery operators, and gaugers",0.4,0.01
18,Transportation & Warehousing,37-1011,First-line supervisors of housekeeping and janitorial workers,0.4,0.01
18,Transportation & Warehousing,17-3028,Calibration technologists and technicians,0.4,0.01
18,Transportation & Warehousing,17-3029,"Engineering technologists and technicians, except drafters, all other",0.4,0.01
18,Transportation & Warehousing,33-9091,Crossing guards and flaggers,0.4,0.01
18,Transportation & Warehousing,39-1022,First-line supervisors of personal service workers,0.4,0.01
18,Transportation & Warehousing,53-7041,Hoist and winch operators,0.4,0.01
18,Transportation & Warehousing,53-7072,"Pump operators, except wellhead pumpers",0.4,0.01
18,Transportation & Warehousing,11-9141,"Property, real estate, and community association managers",0.4,0.01
18,Transportation & Warehousing,29-1051,Pharmacists,0.4,0.01
18,Transportation & Warehousing,49-2011,"Computer, automated teller, and office machine repairers",0.4,0.01
18,Transportation & Warehousing,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",0.4,0.01
18,Transportation & Warehousing,51-9023,"Mixing and blending machine setters, operators, and tenders",0.4,0.01
18,Transportation & Warehousing,51-9193,Cooling and freezing equipment operators and tenders,0.4,0.01
18,Transportation & Warehousing,27-3042,Technical writers,0.3,0.0
18,Transportation & Warehousing,47-2141,"Painters, construction and maintenance",0.3,0.0
18,Transportation & Warehousing,53-6011,Bridge and lock tenders,0.3,0.0
18,Transportation & Warehousing,35-3023,Fast food and counter workers,0.3,0.0
18,Transportation & Warehousing,15-1243,Database architects,0.3,0.0
18,Transportation & Warehousing,17-3026,Industrial engineering technologists and technicians,0.3,0.0
18,Transportation & Warehousing,43-9071,"Office machine operators, except computer",0.3,0.0
18,Transportation & Warehousing,47-4011,Construction and building inspectors,0.3,0.0
18,Transportation & Warehousing,47-5022,"Excavating and loading machine and dragline operators, surface mining",0.3,0.0
18,Transportation & Warehousing,49-9092,Commercial divers,0.3,0.0
18,Transportation & Warehousing,51-2041,Structural metal fabricators and fitters,0.3,0.0
18,Transportation & Warehousing,51-6093,Upholsterers,0.3,0.0
18,Transportation & Warehousing,53-5022,Motorboat operators,0.3,0.0
18,Transportation & Warehousing,41-9011,Demonstrators and product promoters,0.3,0.0
18,Transportation & Warehousing,49-2092,"Electric motor, power tool, and related repairers",0.3,0.0
18,Transportation & Warehousing,51-3011,Bakers,0.3,0.0
18,Transportation & Warehousing,51-3093,Food cooking machine operators and tenders,0.3,0.0
18,Transportation & Warehousing,51-5112,Printing press operators,0.3,0.0
18,Transportation & Warehousing,17-3021,Aerospace engineering and operations technologists and technicians,0.2,0.0
18,Transportation & Warehousing,27-4021,Photographers,0.2,0.0
18,Transportation & Warehousing,49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",0.2,0.0
18,Transportation & Warehousing,13-2031,Budget analysts,0.2,0.0
18,Transportation & Warehousing,23-2011,Paralegals and legal assistants,0.2,0.0
18,Transportation & Warehousing,49-9051,Electrical power-line installers and repairers,0.2,0.0
18,Transportation & Warehousing,45-1011,"First-line supervisors of farming, fishing, and forestry workers",0.2,0.0
18,Transportation & Warehousing,47-5071,"Roustabouts, oil and gas",0.2,0.0
18,Transportation & Warehousing,11-2011,Advertising and promotions managers,0.2,0.0
18,Transportation & Warehousing,29-2042,Emergency medical technicians,0.2,0.0
18,Transportation & Warehousing,39-7010,Tour and travel guides,0.2,0.0
18,Transportation & Warehousing,11-3111,Compensation and benefits managers,0.2,0.0
18,Transportation & Warehousing,13-2041,Credit analysts,0.2,0.0
18,Transportation & Warehousing,13-2099,"Financial specialists, all other",0.2,0.0
18,Transportation & Warehousing,15-1255,Web and digital interface designers,0.2,0.0
18,Transportation & Warehousing,17-2111,"Health and safety engineers, except mining safety engineers and inspectors",0.2,0.0
18,Transportation & Warehousing,17-2121,Marine engineers and naval architects,0.2,0.0
18,Transportation & Warehousing,27-3043,Writers and authors,0.2,0.0
18,Transportation & Warehousing,33-1099,"First-line supervisors of protective service workers, all other",0.2,0.0
18,Transportation & Warehousing,35-2012,"Cooks, institution and cafeteria",0.2,0.0
18,Transportation & Warehousing,43-4041,"Credit authorizers, checkers, and clerks",0.2,0.0
18,Transportation & Warehousing,47-2071,"Paving, surfacing, and tamping equipment operators",0.2,0.0
18,Transportation & Warehousing,49-9012,"Control and valve installers and repairers, except mechanical door",0.2,0.0
18,Transportation & Warehousing,51-7011,Cabinetmakers and bench carpenters,0.2,0.0
18,Transportation & Warehousing,45-2041,"Graders and sorters, agricultural products",0.2,0.0
18,Transportation & Warehousing,49-9031,Home appliance repairers,0.2,0.0
18,Transportation & Warehousing,49-9044,Millwrights,0.2,0.0
18,Transportation & Warehousing,49-9062,Medical equipment repairers,0.2,0.0
18,Transportation & Warehousing,51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",0.2,0.0
18,Transportation & Warehousing,51-9032,"Cutting and slicing machine setters, operators, and tenders",0.2,0.0
18,Transportation & Warehousing,51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",0.2,0.0
18,Transportation & Warehousing,51-9196,"Paper goods machine setters, operators, and tenders",0.2,0.0
18,Transportation & Warehousing,13-1121,"Meeting, convention, and event planners",0.1,0.0
18,Transportation & Warehousing,35-1011,Chefs and head cooks,0.1,0.0
18,Transportation & Warehousing,47-2011,Boilermakers,0.1,0.0
18,Transportation & Warehousing,47-2221,Structural iron and steel workers,0.1,0.0
18,Transportation & Warehousing,49-2021,"Radio, cellular, and tower equipment installers and repairers",0.1,0.0
18,Transportation & Warehousing,43-2011,"Switchboard operators, including answering service",0.1,0.0
18,Transportation & Warehousing,49-3041,Farm equipment mechanics and service technicians,0.1,0.0
18,Transportation & Warehousing,17-2061,Computer hardware engineers,0.1,0.0
18,Transportation & Warehousing,31-1120,Home health and personal care aides,0.1,0.0
18,Transportation & Warehousing,39-9011,Childcare workers,0.1,0.0
18,Transportation & Warehousing,41-3041,Travel agents,0.1,0.0
18,Transportation & Warehousing,17-2072,"Electronics engineers, except computer",0.1,0.0
18,Transportation & Warehousing,17-3013,Mechanical drafters,0.1,0.0
18,Transportation & Warehousing,19-4043,"Geological technicians, except hydrologic technicians",0.1,0.0
18,Transportation & Warehousing,33-2011,Firefighters,0.1,0.0
18,Transportation & Warehousing,37-2012,Maids and housekeeping cleaners,0.1,0.0
18,Transportation & Warehousing,47-5032,"Explosives workers, ordnance handling experts, and blasters",0.1,0.0
18,Transportation & Warehousing,51-4111,Tool and die makers,0.1,0.0
18,Transportation & Warehousing,51-9161,Computer numerically controlled tool operators,0.1,0.0
18,Transportation & Warehousing,11-9111,Medical and health services managers,0.1,0.0
18,Transportation & Warehousing,13-2054,Financial risk specialists,0.1,0.0
18,Transportation & Warehousing,19-2031,Chemists,0.1,0.0
18,Transportation & Warehousing,19-4013,Food science technicians,0.1,0.0
18,Transportation & Warehousing,27-1011,Art directors,0.1,0.0
18,Transportation & Warehousing,27-1021,Commercial and industrial designers,0.1,0.0
18,Transportation & Warehousing,29-1141,Registered nurses,0.1,0.0
18,Transportation & Warehousing,29-2061,Licensed practical and licensed vocational nurses,0.1,0.0
18,Transportation & Warehousing,37-2019,"Building cleaning workers, all other",0.1,0.0
18,Transportation & Warehousing,39-2021,Animal caretakers,0.1,0.0
18,Transportation & Warehousing,45-2011,Agricultural inspectors,0.1,0.0
18,Transportation & Warehousing,51-3021,Butchers and meat cutters,0.1,0.0
18,Transportation & Warehousing,51-3099,"Food processing workers, all other",0.1,0.0
18,Transportation & Warehousing,51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",0.1,0.0
18,Transportation & Warehousing,51-5111,Prepress technicians and workers,0.1,0.0
18,Transportation & Warehousing,51-6062,"Textile cutting machine setters, operators, and tenders",0.1,0.0
18,Transportation & Warehousing,53-7081,Refuse and recyclable material collectors,0.1,0.0
19,Wholesale Trade,41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",701.5,12.47
19,Wholesale Trade,53-7062,"Laborers and freight, stock, and material movers, hand",398.7,7.09
19,Wholesale Trade,53-3032,Heavy and tractor-trailer truck drivers,263.1,4.68
19,Wholesale Trade,53-7065,Stockers and order fillers,257.1,4.57
