Function_ID,Function_Name,SOC_Code,Delta_Sector_ID,Delta_Sector,Employment_Thousands
13,Science & Research,19-4012,8,Staffing & Recruitment Agencies,0.1
13,Science & Research,19-4012,11,Government & Public Administration,0.7
13,Science & Research,19-4012,14,Architecture & Engineering Firms,2.7
13,Science & Research,19-4012,15,Manufacturing,0.9
13,Science & Research,19-4012,19,Wholesale Trade,1.4
13,Science & Research,19-4013,3,Healthcare & Life Sciences,0.4
13,Science & Research,19-4013,14,Architecture & Engineering Firms,1.0
13,Science & Research,19-4013,15,Manufacturing,10.6
13,Science & Research,19-4013,18,Transportation & Warehousing,0.1
13,Science & Research,19-4013,19,Wholesale Trade,0.6
13,Science & Research,19-4021,3,Healthcare & Life Sciences,42.4
13,Science & Research,19-4021,5,Management Consulting Firms,1.1
13,Science & Research,19-4021,7,Advertising & PR Agencies,0.3
13,Science & Research,19-4021,8,Staffing & Recruitment Agencies,0.5
13,Science & Research,19-4021,10,Education & Academia,6.5
13,Science & Research,19-4021,11,Government & Public Administration,11.8
13,Science & Research,19-4021,14,Architecture & Engineering Firms,5.5
13,Science & Research,19-4021,15,Manufacturing,6.6
13,Science & Research,19-4021,16,Retail Trade,0.6
13,Science & Research,19-4021,19,Wholesale Trade,0.1
13,Science & Research,19-4031,2,Technology & Software,0.5
13,Science & Research,19-4031,3,Healthcare & Life Sciences,10.1
13,Science & Research,19-4031,5,Management Consulting Firms,0.5
13,Science & Research,19-4031,7,Advertising & PR Agencies,0.2
13,Science & Research,19-4031,8,Staffing & Recruitment Agencies,1.9
13,Science & Research,19-4031,10,Education & Academia,0.5
13,Science & Research,19-4031,11,Government & Public Administration,0.2
13,Science & Research,19-4031,13,Energy & Utilities,0.8
13,Science & Research,19-4031,14,Architecture & Engineering Firms,25.2
13,Science & Research,19-4031,15,Manufacturing,20.4
13,Science & Research,19-4031,17,Construction,0.4
13,Science & Research,19-4031,19,Wholesale Trade,2.6
13,Science & Research,19-4042,3,Healthcare & Life Sciences,1.4
13,Science & Research,19-4042,5,Management Consulting Firms,7.6
13,Science & Research,19-4042,7,Advertising & PR Agencies,1.3
13,Science & Research,19-4042,10,Education & Academia,0.3
13,Science & Research,19-4042,11,Government & Public Administration,2.6
13,Science & Research,19-4042,13,Energy & Utilities,0.5
13,Science & Research,19-4042,14,Architecture & Engineering Firms,15.4
13,Science & Research,19-4042,15,Manufacturing,0.4
13,Science & Research,19-4042,19,Wholesale Trade,0.1
13,Science & Research,19-4043,3,Healthcare & Life Sciences,0.1
13,Science & Research,19-4043,5,Management Consulting Firms,1.1
13,Science & Research,19-4043,10,Education & Academia,0.1
13,Science & Research,19-4043,11,Government & Public Administration,0.1
13,Science & Research,19-4043,13,Energy & Utilities,0.5
13,Science & Research,19-4043,14,Architecture & Engineering Firms,7.8
13,Science & Research,19-4043,15,Manufacturing,0.1
13,Science & Research,19-4043,18,Transportation & Warehousing,0.1
13,Science & Research,19-4044,11,Government & Public Administration,1.9
13,Science & Research,19-4044,13,Energy & Utilities,0.1
13,Science & Research,19-4044,14,Architecture & Engineering Firms,0.4
13,Science & Research,19-4051,3,Healthcare & Life Sciences,0.9
13,Science & Research,19-4051,11,Government & Public Administration,0.1
13,Science & Research,19-4051,13,Energy & Utilities,3.7
13,Science & Research,19-4051,14,Architecture & Engineering Firms,0.4
13,Science & Research,19-4061,3,Healthcare & Life Sciences,5.6
13,Science & Research,19-4061,5,Management Consulting Firms,1.1
13,Science & Research,19-4061,8,Staffing & Recruitment Agencies,0.2
13,Science & Research,19-4061,10,Education & Academia,5.7
13,Science & Research,19-4061,11,Government & Public Administration,0.2
13,Science & Research,19-4061,14,Architecture & Engineering Firms,0.1
13,Science & Research,19-4071,3,Healthcare & Life Sciences,0.1
13,Science & Research,19-4071,5,Management Consulting Firms,1.0
13,Science & Research,19-4071,11,Government & Public Administration,27.9
13,Science & Research,19-4071,13,Energy & Utilities,0.3
13,Science & Research,19-4071,14,Architecture & Engineering Firms,0.2
13,Science & Research,19-4092,1,Finance & Financial Services,0.1
13,Science & Research,19-4092,3,Healthcare & Life Sciences,0.3
13,Science & Research,19-4092,11,Government & Public Administration,5.2
13,Science & Research,19-4092,14,Architecture & Engineering Firms,1.9
13,Science & Research,19-4099,1,Finance & Financial Services,0.7
13,Science & Research,19-4099,2,Technology & Software,0.9
13,Science & Research,19-4099,3,Healthcare & Life Sciences,17.6
13,Science & Research,19-4099,5,Management Consulting Firms,0.7
13,Science & Research,19-4099,7,Advertising & PR Agencies,1.5
13,Science & Research,19-4099,8,Staffing & Recruitment Agencies,5.2
13,Science & Research,19-4099,11,Government & Public Administration,8.9
13,Science & Research,19-4099,14,Architecture & Engineering Firms,6.6
13,Science & Research,19-4099,15,Manufacturing,7.0
13,Science & Research,19-4099,17,Construction,0.2
13,Science & Research,19-4099,19,Wholesale Trade,1.1
13,Science & Research,19-5012,1,Finance & Financial Services,0.2
13,Science & Research,19-5012,2,Technology & Software,0.2
13,Science & Research,19-5012,3,Healthcare & Life Sciences,2.1
13,Science & Research,19-5012,5,Management Consulting Firms,3.2
13,Science & Research,19-5012,8,Staffing & Recruitment Agencies,0.4
13,Science & Research,19-5012,9,Real Estate & Property,0.1
13,Science & Research,19-5012,10,Education & Academia,0.2
13,Science & Research,19-5012,11,Government & Public Administration,0.8
13,Science & Research,19-5012,13,Energy & Utilities,0.5
13,Science & Research,19-5012,14,Architecture & Engineering Firms,1.5
13,Science & Research,19-5012,15,Manufacturing,4.2
13,Science & Research,19-5012,16,Retail Trade,0.3
13,Science & Research,19-5012,17,Construction,2.6
13,Science & Research,19-5012,18,Transportation & Warehousing,8.4
13,Science & Research,19-5012,19,Wholesale Trade,0.7
14,Community & Social Services,21-1013,3,Healthcare & Life Sciences,36.2
14,Community & Social Services,21-1013,8,Staffing & Recruitment Agencies,0.6
14,Community & Social Services,21-1013,10,Education & Academia,0.4
14,Community & Social Services,21-1013,11,Government & Public Administration,4.5
14,Community & Social Services,21-1015,1,Finance & Financial Services,0.3
14,Community & Social Services,21-1015,3,Healthcare & Life Sciences,8.1
14,Community & Social Services,21-1015,8,Staffing & Recruitment Agencies,0.3
14,Community & Social Services,21-1015,10,Education & Academia,1.2
14,Community & Social Services,21-1015,11,Government & Public Administration,15.0
14,Community & Social Services,21-1018,1,Finance & Financial Services,1.6
14,Community & Social Services,21-1018,3,Healthcare & Life Sciences,236.2
14,Community & Social Services,21-1018,7,Advertising & PR Agencies,0.6
14,Community & Social Services,21-1018,8,Staffing & Recruitment Agencies,2.9
14,Community & Social Services,21-1018,10,Education & Academia,14.1
14,Community & Social Services,21-1018,11,Government & Public Administration,6.8
14,Community & Social Services,21-1019,1,Finance & Financial Services,0.2
14,Community & Social Services,21-1019,3,Healthcare & Life Sciences,11.0
14,Community & Social Services,21-1019,8,Staffing & Recruitment Agencies,0.8
14,Community & Social Services,21-1019,10,Education & Academia,1.0
14,Community & Social Services,21-1019,11,Government & Public Administration,3.3
14,Community & Social Services,21-1021,1,Finance & Financial Services,0.1
14,Community & Social Services,21-1021,3,Healthcare & Life Sciences,19.4
14,Community & Social Services,21-1021,4,Law Firms & Legal Services,0.4
14,Community & Social Services,21-1021,8,Staffing & Recruitment Agencies,2.4
14,Community & Social Services,21-1021,9,Real Estate & Property,0.2
14,Community & Social Services,21-1021,10,Education & Academia,11.4
14,Community & Social Services,21-1021,11,Government & Public Administration,77.0
14,Community & Social Services,21-1021,20,Accommodation & Food Services,0.1
14,Community & Social Services,21-1022,1,Finance & Financial Services,6.1
14,Community & Social Services,21-1022,3,Healthcare & Life Sciences,114.1
14,Community & Social Services,21-1022,5,Management Consulting Firms,0.9
14,Community & Social Services,21-1022,7,Advertising & PR Agencies,0.2
14,Community & Social Services,21-1022,8,Staffing & Recruitment Agencies,2.3
14,Community & Social Services,21-1022,10,Education & Academia,0.8
14,Community & Social Services,21-1022,11,Government & Public Administration,3.8
14,Community & Social Services,21-1022,16,Retail Trade,0.1
14,Community & Social Services,21-1023,1,Finance & Financial Services,0.1
14,Community & Social Services,21-1023,3,Healthcare & Life Sciences,67.4
14,Community & Social Services,21-1023,5,Management Consulting Firms,0.1
14,Community & Social Services,21-1023,8,Staffing & Recruitment Agencies,0.7
14,Community & Social Services,21-1023,10,Education & Academia,0.5
14,Community & Social Services,21-1023,11,Government & Public Administration,5.7
14,Community & Social Services,21-1029,1,Finance & Financial Services,0.2
14,Community & Social Services,21-1029,3,Healthcare & Life Sciences,3.6
14,Community & Social Services,21-1029,4,Law Firms & Legal Services,0.4
14,Community & Social Services,21-1029,8,Staffing & Recruitment Agencies,0.5
14,Community & Social Services,21-1029,9,Real Estate & Property,0.2
14,Community & Social Services,21-1029,10,Education & Academia,0.8
14,Community & Social Services,21-1029,11,Government & Public Administration,32.8
14,Community & Social Services,21-1091,1,Finance & Financial Services,3.5
14,Community & Social Services,21-1091,3,Healthcare & Life Sciences,26.3
14,Community & Social Services,21-1091,5,Management Consulting Firms,0.7
14,Community & Social Services,21-1091,7,Advertising & PR Agencies,0.5
14,Community & Social Services,21-1091,8,Staffing & Recruitment Agencies,0.5
14,Community & Social Services,21-1091,10,Education & Academia,1.1
14,Community & Social Services,21-1091,11,Government & Public Administration,9.7
14,Community & Social Services,21-1091,19,Wholesale Trade,0.6
14,Community & Social Services,21-1092,11,Government & Public Administration,48.5
14,Community & Social Services,21-1093,1,Finance & Financial Services,2.3
14,Community & Social Services,21-1093,3,Healthcare & Life Sciences,56.0
14,Community & Social Services,21-1093,7,Advertising & PR Agencies,0.1
14,Community & Social Services,21-1093,8,Staffing & Recruitment Agencies,2.0
14,Community & Social Services,21-1093,9,Real Estate & Property,1.5
14,Community & Social Services,21-1093,10,Education & Academia,4.7
14,Community & Social Services,21-1093,11,Government & Public Administration,37.2
14,Community & Social Services,21-1093,16,Retail Trade,0.2
14,Community & Social Services,21-1094,1,Finance & Financial Services,3.1
14,Community & Social Services,21-1094,3,Healthcare & Life Sciences,23.9
14,Community & Social Services,21-1094,5,Management Consulting Firms,0.4
14,Community & Social Services,21-1094,8,Staffing & Recruitment Agencies,0.7
14,Community & Social Services,21-1094,10,Education & Academia,0.5
14,Community & Social Services,21-1094,11,Government & Public Administration,1.7
14,Community & Social Services,21-1099,1,Finance & Financial Services,0.4
14,Community & Social Services,21-1099,3,Healthcare & Life Sciences,7.7
14,Community & Social Services,21-1099,4,Law Firms & Legal Services,1.0
14,Community & Social Services,21-1099,5,Management Consulting Firms,0.4
14,Community & Social Services,21-1099,8,Staffing & Recruitment Agencies,1.4
14,Community & Social Services,21-1099,9,Real Estate & Property,0.6
14,Community & Social Services,21-1099,10,Education & Academia,3.5
14,Community & Social Services,21-1099,11,Government & Public Administration,13.1
14,Community & Social Services,21-1099,17,Construction,0.1
14,Community & Social Services,21-1099,20,Accommodation & Food Services,0.1
14,Community & Social Services,21-2011,3,Healthcare & Life Sciences,18.8
14,Community & Social Services,21-2011,8,Staffing & Recruitment Agencies,0.1
14,Community & Social Services,21-2011,10,Education & Academia,4.7
14,Community & Social Services,21-2011,11,Government & Public Administration,2.7
14,Community & Social Services,21-2011,15,Manufacturing,0.1
14,Community & Social Services,21-2021,3,Healthcare & Life Sciences,0.3
14,Community & Social Services,21-2021,10,Education & Academia,2.7
14,Community & Social Services,21-2021,11,Government & Public Administration,0.1
14,Community & Social Services,21-2099,3,Healthcare & Life Sciences,0.4
14,Community & Social Services,21-2099,10,Education & Academia,0.7
3,Legal & Compliance,23-1021,11,Government & Public Administration,14.9
3,Legal & Compliance,23-1022,1,Finance & Financial Services,0.2
3,Legal & Compliance,23-1022,2,Technology & Software,0.1
3,Legal & Compliance,23-1022,3,Healthcare & Life Sciences,0.1
3,Legal & Compliance,23-1022,4,Law Firms & Legal Services,1.2
3,Legal & Compliance,23-1022,7,Advertising & PR Agencies,1.9
3,Legal & Compliance,23-1022,11,Government & Public Administration,1.4
3,Legal & Compliance,23-1022,19,Wholesale Trade,0.1
3,Legal & Compliance,23-1023,11,Government & Public Administration,15.7
3,Legal & Compliance,23-2093,1,Finance & Financial Services,21.0
3,Legal & Compliance,23-2093,2,Technology & Software,0.8
3,Legal & Compliance,23-2093,4,Law Firms & Legal Services,19.8
3,Legal & Compliance,23-2093,5,Management Consulting Firms,0.8
3,Legal & Compliance,23-2093,8,Staffing & Recruitment Agencies,0.4
3,Legal & Compliance,23-2093,9,Real Estate & Property,3.1
3,Legal & Compliance,23-2093,11,Government & Public Administration,0.4
3,Legal & Compliance,23-2093,13,Energy & Utilities,0.5
3,Legal & Compliance,23-2093,14,Architecture & Engineering Firms,0.2
3,Legal & Compliance,23-2093,16,Retail Trade,1.5
3,Legal & Compliance,23-2093,17,Construction,0.3
3,Legal & Compliance,23-2093,19,Wholesale Trade,0.2
3,Legal & Compliance,23-2099,1,Finance & Financial Services,1.4
3,Legal & Compliance,23-2099,2,Technology & Software,0.4
3,Legal & Compliance,23-2099,3,Healthcare & Life Sciences,0.1
3,Legal & Compliance,23-2099,4,Law Firms & Legal Services,11.4
3,Legal & Compliance,23-2099,5,Management Consulting Firms,0.4
3,Legal & Compliance,23-2099,8,Staffing & Recruitment Agencies,0.4
3,Legal & Compliance,23-2099,9,Real Estate & Property,0.2
3,Legal & Compliance,23-2099,10,Education & Academia,0.4
3,Legal & Compliance,23-2099,11,Government & Public Administration,22.7
3,Legal & Compliance,23-2099,12,Media Publishing & Entertainment,0.1
3,Legal & Compliance,23-2099,13,Energy & Utilities,0.2
3,Legal & Compliance,23-2099,16,Retail Trade,0.4
3,Legal & Compliance,23-2099,19,Wholesale Trade,0.1
12,Education & Instruction,25-1011,10,Education & Academia,45.8
12,Education & Instruction,25-1021,10,Education & Academia,13.6
12,Education & Instruction,25-1022,10,Education & Academia,13.6
12,Education & Instruction,25-1031,10,Education & Academia,5.2
12,Education & Instruction,25-1032,10,Education & Academia,13.1
12,Education & Instruction,25-1041,10,Education & Academia,0.4
12,Education & Instruction,25-1042,3,Healthcare & Life Sciences,0.8
12,Education & Instruction,25-1042,10,Education & Academia,22.7
12,Education & Instruction,25-1043,10,Education & Academia,0.1
12,Education & Instruction,25-1051,10,Education & Academia,3.4
12,Education & Instruction,25-1052,10,Education & Academia,8.9
12,Education & Instruction,25-1053,10,Education & Academia,2.6
12,Education & Instruction,25-1054,10,Education & Academia,5.5
12,Education & Instruction,25-1061,10,Education & Academia,1.9
12,Education & Instruction,25-1062,10,Education & Academia,5.5
12,Education & Instruction,25-1063,10,Education & Academia,6.5
12,Education & Instruction,25-1064,10,Education & Academia,0.6
12,Education & Instruction,25-1065,10,Education & Academia,9.4
12,Education & Instruction,25-1066,10,Education & Academia,24.3
12,Education & Instruction,25-1067,10,Education & Academia,5.4
12,Education & Instruction,25-1069,10,Education & Academia,5.3
12,Education & Instruction,25-1071,3,Healthcare & Life Sciences,14.6
12,Education & Instruction,25-1071,10,Education & Academia,123.4
12,Education & Instruction,25-1072,3,Healthcare & Life Sciences,3.2
12,Education & Instruction,25-1072,10,Education & Academia,39.2
12,Education & Instruction,25-1081,10,Education & Academia,31.2
12,Education & Instruction,25-1082,10,Education & Academia,1.2
12,Education & Instruction,25-1111,10,Education & Academia,3.9
12,Education & Instruction,25-1112,10,Education & Academia,13.4
12,Education & Instruction,25-1113,10,Education & Academia,6.8
12,Education & Instruction,25-1121,10,Education & Academia,58.2
12,Education & Instruction,25-1122,10,Education & Academia,11.2
12,Education & Instruction,25-1123,10,Education & Academia,21.1
12,Education & Instruction,25-1124,10,Education & Academia,10.4
12,Education & Instruction,25-1125,10,Education & Academia,8.7
12,Education & Instruction,25-1126,10,Education & Academia,18.6
12,Education & Instruction,25-1192,10,Education & Academia,0.3
12,Education & Instruction,25-1193,10,Education & Academia,3.9
12,Education & Instruction,25-1194,3,Healthcare & Life Sciences,0.1
12,Education & Instruction,25-1194,10,Education & Academia,7.1
12,Education & Instruction,25-1194,11,Government & Public Administration,5.4
12,Education & Instruction,25-2011,3,Healthcare & Life Sciences,2.0
12,Education & Instruction,25-2011,10,Education & Academia,31.4
12,Education & Instruction,25-2012,10,Education & Academia,17.7
12,Education & Instruction,25-2021,10,Education & Academia,190.1
12,Education & Instruction,25-2022,8,Staffing & Recruitment Agencies,0.1
12,Education & Instruction,25-2022,10,Education & Academia,87.7
12,Education & Instruction,25-2023,10,Education & Academia,0.6
12,Education & Instruction,25-2032,10,Education & Academia,2.8
12,Education & Instruction,25-2032,11,Government & Public Administration,2.3
12,Education & Instruction,25-2051,3,Healthcare & Life Sciences,2.9
12,Education & Instruction,25-2051,10,Education & Academia,1.3
12,Education & Instruction,25-2052,3,Healthcare & Life Sciences,0.5
12,Education & Instruction,25-2052,8,Staffing & Recruitment Agencies,0.1
12,Education & Instruction,25-2052,10,Education & Academia,13.1
12,Education & Instruction,25-2052,11,Government & Public Administration,0.2
12,Education & Instruction,25-2057,10,Education & Academia,6.1
12,Education & Instruction,25-2058,3,Healthcare & Life Sciences,0.2
12,Education & Instruction,25-2058,8,Staffing & Recruitment Agencies,0.2
12,Education & Instruction,25-2058,10,Education & Academia,17.9
12,Education & Instruction,25-2058,11,Government & Public Administration,1.2
12,Education & Instruction,25-2059,3,Healthcare & Life Sciences,1.8
12,Education & Instruction,25-2059,8,Staffing & Recruitment Agencies,0.2
12,Education & Instruction,25-2059,10,Education & Academia,8.5
12,Education & Instruction,25-2059,11,Government & Public Administration,1.4
12,Education & Instruction,25-3011,2,Technology & Software,0.2
12,Education & Instruction,25-3011,3,Healthcare & Life Sciences,0.1
12,Education & Instruction,25-3011,8,Staffing & Recruitment Agencies,0.1
12,Education & Instruction,25-3011,10,Education & Academia,2.3
12,Education & Instruction,25-3011,11,Government & Public Administration,2.2
12,Education & Instruction,25-3021,3,Healthcare & Life Sciences,0.9
12,Education & Instruction,25-3021,5,Management Consulting Firms,0.4
12,Education & Instruction,25-3021,8,Staffing & Recruitment Agencies,0.5
12,Education & Instruction,25-3021,10,Education & Academia,11.7
12,Education & Instruction,25-3021,11,Government & Public Administration,0.3
12,Education & Instruction,25-3021,16,Retail Trade,0.2
12,Education & Instruction,25-3021,18,Transportation & Warehousing,0.5
12,Education & Instruction,25-3021,20,Accommodation & Food Services,1.6
12,Education & Instruction,25-3031,3,Healthcare & Life Sciences,0.1
12,Education & Instruction,25-3031,8,Staffing & Recruitment Agencies,52.4
12,Education & Instruction,25-3031,10,Education & Academia,42.6
12,Education & Instruction,25-3031,11,Government & Public Administration,0.8
12,Education & Instruction,25-3041,2,Technology & Software,0.3
12,Education & Instruction,25-3041,3,Healthcare & Life Sciences,0.9
12,Education & Instruction,25-3041,8,Staffing & Recruitment Agencies,1.7
12,Education & Instruction,25-3041,10,Education & Academia,34.2
12,Education & Instruction,25-3041,11,Government & Public Administration,0.3
12,Education & Instruction,25-3099,3,Healthcare & Life Sciences,1.4
12,Education & Instruction,25-3099,8,Staffing & Recruitment Agencies,1.8
12,Education & Instruction,25-3099,10,Education & Academia,26.3
12,Education & Instruction,25-3099,11,Government & Public Administration,19.9
12,Education & Instruction,25-3099,15,Manufacturing,0.1
12,Education & Instruction,25-3099,20,Accommodation & Food Services,0.1
12,Education & Instruction,25-4011,2,Technology & Software,0.4
12,Education & Instruction,25-4011,3,Healthcare & Life Sciences,0.1
12,Education & Instruction,25-4011,8,Staffing & Recruitment Agencies,0.1
12,Education & Instruction,25-4011,10,Education & Academia,1.1
12,Education & Instruction,25-4011,11,Government & Public Administration,1.5
12,Education & Instruction,25-4011,12,Media Publishing & Entertainment,0.3
12,Education & Instruction,25-4011,14,Architecture & Engineering Firms,0.1
12,Education & Instruction,25-4012,2,Technology & Software,0.1
12,Education & Instruction,25-4012,10,Education & Academia,1.1
12,Education & Instruction,25-4012,11,Government & Public Administration,1.4
12,Education & Instruction,25-4013,2,Technology & Software,0.1
12,Education & Instruction,25-4013,10,Education & Academia,0.8
12,Education & Instruction,25-4013,11,Government & Public Administration,2.9
12,Education & Instruction,25-4022,2,Technology & Software,7.1
12,Education & Instruction,25-4022,3,Healthcare & Life Sciences,1.1
12,Education & Instruction,25-4022,4,Law Firms & Legal Services,0.5
12,Education & Instruction,25-4022,8,Staffing & Recruitment Agencies,0.3
12,Education & Instruction,25-4022,10,Education & Academia,17.4
12,Education & Instruction,25-4022,11,Government & Public Administration,3.5
12,Education & Instruction,25-4022,12,Media Publishing & Entertainment,0.5
12,Education & Instruction,25-4022,14,Architecture & Engineering Firms,0.1
12,Education & Instruction,25-4022,19,Wholesale Trade,0.2
12,Education & Instruction,25-4031,2,Technology & Software,4.4
12,Education & Instruction,25-4031,3,Healthcare & Life Sciences,0.1
12,Education & Instruction,25-4031,10,Education & Academia,5.2
12,Education & Instruction,25-4031,11,Government & Public Administration,1.4
12,Education & Instruction,25-9021,5,Management Consulting Firms,0.3
12,Education & Instruction,25-9021,10,Education & Academia,0.1
12,Education & Instruction,25-9021,11,Government & Public Administration,0.7
12,Education & Instruction,25-9044,3,Healthcare & Life Sciences,0.2
12,Education & Instruction,25-9044,10,Education & Academia,44.3
12,Education & Instruction,25-9045,3,Healthcare & Life Sciences,3.5
12,Education & Instruction,25-9045,8,Staffing & Recruitment Agencies,14.3
12,Education & Instruction,25-9045,10,Education & Academia,134.0
12,Education & Instruction,25-9045,11,Government & Public Administration,2.5
12,Education & Instruction,25-9099,2,Technology & Software,0.4
12,Education & Instruction,25-9099,3,Healthcare & Life Sciences,1.3
12,Education & Instruction,25-9099,8,Staffing & Recruitment Agencies,0.3
12,Education & Instruction,25-9099,10,Education & Academia,29.1
12,Education & Instruction,25-9099,11,Government & Public Administration,7.2
15,"Arts, Design & Creative",27-1011,1,Finance & Financial Services,0.4
15,"Arts, Design & Creative",27-1011,2,Technology & Software,4.5
15,"Arts, Design & Creative",27-1011,3,Healthcare & Life Sciences,0.3
15,"Arts, Design & Creative",27-1011,5,Management Consulting Firms,3.5
15,"Arts, Design & Creative",27-1011,6,Accounting & Tax Firms,0.1
15,"Arts, Design & Creative",27-1011,7,Advertising & PR Agencies,14.0
15,"Arts, Design & Creative",27-1011,8,Staffing & Recruitment Agencies,0.8
15,"Arts, Design & Creative",27-1011,9,Real Estate & Property,0.1
15,"Arts, Design & Creative",27-1011,10,Education & Academia,0.9
15,"Arts, Design & Creative",27-1011,12,Media Publishing & Entertainment,5.7
15,"Arts, Design & Creative",27-1011,14,Architecture & Engineering Firms,0.3
15,"Arts, Design & Creative",27-1011,15,Manufacturing,0.2
15,"Arts, Design & Creative",27-1011,16,Retail Trade,0.1
15,"Arts, Design & Creative",27-1011,18,Transportation & Warehousing,0.1
15,"Arts, Design & Creative",27-1011,19,Wholesale Trade,2.0
15,"Arts, Design & Creative",27-1012,12,Media Publishing & Entertainment,0.3
15,"Arts, Design & Creative",27-1012,19,Wholesale Trade,0.1
15,"Arts, Design & Creative",27-1013,2,Technology & Software,0.7
15,"Arts, Design & Creative",27-1013,7,Advertising & PR Agencies,0.1
15,"Arts, Design & Creative",27-1013,8,Staffing & Recruitment Agencies,0.1
15,"Arts, Design & Creative",27-1013,10,Education & Academia,0.1
15,"Arts, Design & Creative",27-1013,11,Government & Public Administration,0.2
15,"Arts, Design & Creative",27-1013,12,Media Publishing & Entertainment,1.1
15,"Arts, Design & Creative",27-1013,14,Architecture & Engineering Firms,0.2
15,"Arts, Design & Creative",27-1013,15,Manufacturing,0.1
15,"Arts, Design & Creative",27-1013,19,Wholesale Trade,0.1
15,"Arts, Design & Creative",27-1014,2,Technology & Software,7.6
15,"Arts, Design & Creative",27-1014,3,Healthcare & Life Sciences,0.1
15,"Arts, Design & Creative",27-1014,5,Management Consulting Firms,0.3
15,"Arts, Design & Creative",27-1014,7,Advertising & PR Agencies,0.9
15,"Arts, Design & Creative",27-1014,8,Staffing & Recruitment Agencies,0.4
15,"Arts, Design & Creative",27-1014,10,Education & Academia,0.2
15,"Arts, Design & Creative",27-1014,12,Media Publishing & Entertainment,7.4
15,"Arts, Design & Creative",27-1014,14,Architecture & Engineering Firms,0.5
15,"Arts, Design & Creative",27-1014,15,Manufacturing,0.4
15,"Arts, Design & Creative",27-1014,19,Wholesale Trade,0.2
15,"Arts, Design & Creative",27-1019,7,Advertising & PR Agencies,0.2
15,"Arts, Design & Creative",27-1019,8,Staffing & Recruitment Agencies,0.1
15,"Arts, Design & Creative",27-1019,10,Education & Academia,0.2
15,"Arts, Design & Creative",27-1019,11,Government & Public Administration,3.5
15,"Arts, Design & Creative",27-1019,12,Media Publishing & Entertainment,0.2
15,"Arts, Design & Creative",27-1021,2,Technology & Software,1.1
15,"Arts, Design & Creative",27-1021,3,Healthcare & Life Sciences,0.6
15,"Arts, Design & Creative",27-1021,5,Management Consulting Firms,0.8
15,"Arts, Design & Creative",27-1021,7,Advertising & PR Agencies,0.4
15,"Arts, Design & Creative",27-1021,8,Staffing & Recruitment Agencies,0.6
15,"Arts, Design & Creative",27-1021,14,Architecture & Engineering Firms,4.7
15,"Arts, Design & Creative",27-1021,15,Manufacturing,5.0
15,"Arts, Design & Creative",27-1021,16,Retail Trade,0.1
15,"Arts, Design & Creative",27-1021,17,Construction,1.3
15,"Arts, Design & Creative",27-1021,18,Transportation & Warehousing,0.1
15,"Arts, Design & Creative",27-1021,19,Wholesale Trade,4.4
15,"Arts, Design & Creative",27-1022,6,Accounting & Tax Firms,0.1
15,"Arts, Design & Creative",27-1022,8,Staffing & Recruitment Agencies,0.2
15,"Arts, Design & Creative",27-1022,10,Education & Academia,0.1
15,"Arts, Design & Creative",27-1022,12,Media Publishing & Entertainment,1.2
15,"Arts, Design & Creative",27-1022,19,Wholesale Trade,5.6
15,"Arts, Design & Creative",27-1023,8,Staffing & Recruitment Agencies,0.3
15,"Arts, Design & Creative",27-1023,16,Retail Trade,7.9
15,"Arts, Design & Creative",27-1023,19,Wholesale Trade,1.4
15,"Arts, Design & Creative",27-1023,20,Accommodation & Food Services,0.3
15,"Arts, Design & Creative",27-1025,3,Healthcare & Life Sciences,0.1
15,"Arts, Design & Creative",27-1025,5,Management Consulting Firms,0.2
15,"Arts, Design & Creative",27-1025,8,Staffing & Recruitment Agencies,0.4
15,"Arts, Design & Creative",27-1025,9,Real Estate & Property,0.7
15,"Arts, Design & Creative",27-1025,10,Education & Academia,0.1
15,"Arts, Design & Creative",27-1025,11,Government & Public Administration,0.6
15,"Arts, Design & Creative",27-1025,14,Architecture & Engineering Firms,14.1
15,"Arts, Design & Creative",27-1025,17,Construction,5.9
15,"Arts, Design & Creative",27-1025,19,Wholesale Trade,3.5
15,"Arts, Design & Creative",27-1025,20,Accommodation & Food Services,0.2
15,"Arts, Design & Creative",27-1026,5,Management Consulting Firms,4.2
15,"Arts, Design & Creative",27-1026,7,Advertising & PR Agencies,14.5
15,"Arts, Design & Creative",27-1026,15,Manufacturing,10.2
15,"Arts, Design & Creative",27-1026,16,Retail Trade,23.2
15,"Arts, Design & Creative",27-1026,18,Transportation & Warehousing,2.2
15,"Arts, Design & Creative",27-1026,19,Wholesale Trade,56.7
15,"Arts, Design & Creative",27-1026,20,Accommodation & Food Services,0.6
15,"Arts, Design & Creative",27-1027,6,Accounting & Tax Firms,0.2
15,"Arts, Design & Creative",27-1027,7,Advertising & PR Agencies,0.2
15,"Arts, Design & Creative",27-1027,8,Staffing & Recruitment Agencies,0.3
15,"Arts, Design & Creative",27-1027,10,Education & Academia,0.4
15,"Arts, Design & Creative",27-1027,11,Government & Public Administration,0.4
15,"Arts, Design & Creative",27-1027,12,Media Publishing & Entertainment,3.2
15,"Arts, Design & Creative",27-1029,2,Technology & Software,0.4
15,"Arts, Design & Creative",27-1029,3,Healthcare & Life Sciences,0.3
15,"Arts, Design & Creative",27-1029,7,Advertising & PR Agencies,0.3
